data,inizio sintomi,inizio sintomi solo sintomatici,prelievo/diagnosi
2020-01-28,15,12,
2020-01-29,20,17,2
2020-01-30,26,23,
2020-01-31,31,26,
2020-02-01,51,42,
2020-02-02,41,35,
2020-02-03,26,24,
2020-02-04,24,22,
2020-02-05,30,29,
2020-02-06,26,23,1
2020-02-07,21,18,
2020-02-08,15,15,
2020-02-09,17,15,
2020-02-10,62,56,
2020-02-11,29,20,
2020-02-12,53,49,
2020-02-13,51,44,
2020-02-14,68,63,
2020-02-15,150,139,
2020-02-16,87,81,
2020-02-17,142,131,
2020-02-18,167,155,
2020-02-19,139,129,
2020-02-20,406,383,4
2020-02-21,322,303,36
2020-02-22,392,369,58
2020-02-23,515,479,77
2020-02-24,685,622,86
2020-02-25,827,782,190
2020-02-26,745,693,278
2020-02-27,902,814,286
2020-02-28,1216,1143,354
2020-02-29,1079,1008,373
2020-03-01,2481,2267,410
2020-03-02,1954,1806,629
2020-03-03,2253,2044,805
2020-03-04,1939,1751,1076
2020-03-05,2633,2390,1301
2020-03-06,2978,2671,1528
2020-03-07,3126,2853,1461
2020-03-08,3686,3356,1451
2020-03-09,4431,3944,2240
2020-03-10,6125,5458,2455
2020-03-11,4208,3713,2776
2020-03-12,4796,4244,3141
2020-03-13,5354,4732,4105
2020-03-14,4711,4106,3537
2020-03-15,5880,5220,2849
2020-03-16,5342,4727,4814
2020-03-17,4548,4040,5342
2020-03-18,4826,4220,5689
2020-03-19,4290,3765,5680
2020-03-20,6151,5365,6252
2020-03-21,3829,3320,4922
2020-03-22,3801,3362,3925
2020-03-23,4392,3816,6102
2020-03-24,3594,3067,5916
2020-03-25,3836,3251,5802
2020-03-26,3325,2796,5705
2020-03-27,3555,3020,5795
2020-03-28,3174,2687,4529
2020-03-29,2398,2102,3014
2020-03-30,3697,3091,5089
2020-03-31,2615,2161,5361
2020-04-01,4095,3367,5024
2020-04-02,2683,2173,4776
2020-04-03,2713,2239,4452
2020-04-04,2326,1878,3661
2020-04-05,2037,1696,2600
2020-04-06,2483,1968,4088
2020-04-07,2256,1815,4140
2020-04-08,2155,1815,4798
2020-04-09,2025,1621,4686
2020-04-10,2726,2185,5129
2020-04-11,1626,1298,3431
2020-04-12,1642,1439,1922
2020-04-13,1509,1310,2268
2020-04-14,1833,1556,3278
2020-04-15,2144,1731,3950
2020-04-16,1639,1373,3706
2020-04-17,1610,1337,3504
2020-04-18,1272,1121,2638
2020-04-19,1020,889,1388
2020-04-20,1880,1600,3007
2020-04-21,1185,1013,3076
2020-04-22,1212,1032,2605
2020-04-23,1239,952,2812
2020-04-24,1117,835,2740
2020-04-25,876,735,1667
2020-04-26,660,575,1018
2020-04-27,1115,906,1982
2020-04-28,863,656,2241
2020-04-29,915,616,2327
2020-04-30,858,562,2267
2020-05-01,692,554,1085
2020-05-02,504,410,1020
2020-05-03,415,334,506
2020-05-04,650,450,1458
2020-05-05,617,460,1537
2020-05-06,560,387,1442
2020-05-07,487,360,1389
2020-05-08,517,413,1379
2020-05-09,296,222,731
2020-05-10,340,276,337
2020-05-11,437,327,872
2020-05-12,446,328,915
2020-05-13,379,284,889
2020-05-14,332,248,902
2020-05-15,339,282,791
2020-05-16,234,187,606
2020-05-17,178,148,298
2020-05-18,309,260,655
2020-05-19,255,209,720
2020-05-20,294,234,674
2020-05-21,226,169,622
2020-05-22,191,154,685
2020-05-23,133,116,356
2020-05-24,100,86,147
2020-05-25,227,182,513
2020-05-26,180,147,540
2020-05-27,209,160,524
2020-05-28,164,118,516
2020-05-29,139,114,388
2020-05-30,122,97,285
2020-05-31,66,61,89
2020-06-01,172,134,375
2020-06-02,66,59,87
2020-06-03,134,111,358
2020-06-04,126,92,361
2020-06-05,165,117,384
2020-06-06,97,78,203
2020-06-07,73,64,84
2020-06-08,137,118,300
2020-06-09,124,102,368
2020-06-10,117,102,394
2020-06-11,107,85,447
2020-06-12,121,100,369
2020-06-13,74,66,214
2020-06-14,83,74,68
2020-06-15,123,104,276
2020-06-16,105,90,279
2020-06-17,99,80,302
2020-06-18,93,76,232
2020-06-19,91,75,290
2020-06-20,67,62,165
2020-06-21,66,60,62
2020-06-22,92,82,333
2020-06-23,76,68,292
2020-06-24,99,91,206
2020-06-25,91,76,201
2020-06-26,103,84,184
2020-06-27,78,62,121
2020-06-28,59,53,62
2020-06-29,100,86,236
2020-06-30,72,66,197
2020-07-01,118,107,235
2020-07-02,90,77,250
2020-07-03,74,66,238
2020-07-04,83,68,224
2020-07-05,67,60,76
2020-07-06,103,94,235
2020-07-07,107,97,223
2020-07-08,104,98,285
2020-07-09,84,80,219
2020-07-10,117,107,250
2020-07-11,83,81,163
2020-07-12,79,73,62
2020-07-13,107,97,188
2020-07-14,115,107,237
2020-07-15,101,97,237
2020-07-16,95,86,257
2020-07-17,103,99,285
2020-07-18,96,92,166
2020-07-19,92,88,110
2020-07-20,145,136,317
2020-07-21,129,119,279
2020-07-22,122,115,275
2020-07-23,139,128,269
2020-07-24,119,112,305
2020-07-25,131,125,193
2020-07-26,100,97,92
2020-07-27,139,130,324
2020-07-28,143,134,317
2020-07-29,138,130,470
2020-07-30,125,117,364
2020-07-31,126,117,320
2020-08-01,162,157,202
2020-08-02,128,121,107
2020-08-03,224,206,420
2020-08-04,199,185,393
2020-08-05,219,207,507
2020-08-06,214,206,398
2020-08-07,217,196,497
2020-08-08,263,242,343
2020-08-09,208,202,193
2020-08-10,296,270,503
2020-08-11,275,252,536
2020-08-12,283,264,626
2020-08-13,314,285,551
2020-08-14,312,292,633
2020-08-15,358,341,323
2020-08-16,372,348,300
2020-08-17,577,553,703
2020-08-18,634,593,926
2020-08-19,584,551,1075
2020-08-20,593,545,1164
2020-08-21,635,595,1422
2020-08-22,592,560,1060
2020-08-23,611,587,718
2020-08-24,700,659,1683
2020-08-25,647,608,1595
2020-08-26,634,584,1547
2020-08-27,588,547,1518
2020-08-28,596,549,1470
2020-08-29,448,431,1067
2020-08-30,444,415,578
2020-08-31,586,542,1433
2020-09-01,748,705,1425
2020-09-02,645,602,1635
2020-09-03,595,566,1599
2020-09-04,650,621,1653
2020-09-05,554,528,1150
2020-09-06,534,506,563
2020-09-07,821,780,1579
2020-09-08,691,638,1621
2020-09-09,691,658,1641
2020-09-10,778,723,1675
2020-09-11,670,620,1620
2020-09-12,661,633,1231
2020-09-13,620,589,599
2020-09-14,904,844,1673
2020-09-15,919,863,1830
2020-09-16,841,786,1617
2020-09-17,860,808,1754
2020-09-18,872,810,1927
2020-09-19,853,806,1329
2020-09-20,837,793,659
2020-09-21,988,912,1985
2020-09-22,961,892,1948
2020-09-23,908,846,2051
2020-09-24,861,799,2012
2020-09-25,1006,937,2114
2020-09-26,970,897,1505
2020-09-27,1014,941,901
2020-09-28,1382,1282,2284
2020-09-29,1290,1189,2329
2020-09-30,1708,1578,2616
2020-10-01,2336,2110,3054
2020-10-02,2262,2035,3333
2020-10-03,2372,2179,2617
2020-10-04,2355,2170,1757
2020-10-05,3362,3028,4722
2020-10-06,3181,2821,4953
2020-10-07,3714,3313,5477
2020-10-08,4048,3587,6179
2020-10-09,4535,3914,6960
2020-10-10,4996,4415,6061
2020-10-11,4378,3806,3420
2020-10-12,7026,5827,9603
2020-10-13,6716,5524,10466
2020-10-14,7432,5995,11488
2020-10-15,8291,6711,12221
2020-10-16,9380,7422,13811
2020-10-17,9124,7325,11915
2020-10-18,9214,7496,6415
2020-10-19,12959,9968,17658
2020-10-20,13969,10800,19755
2020-10-21,13297,10154,22815
2020-10-22,13435,10354,24230
2020-10-23,15197,11260,26169
2020-10-24,13877,10809,20264
2020-10-25,14086,11139,11342
2020-10-26,19352,14107,28763
2020-10-27,17126,12750,31804
2020-10-28,18138,13646,34231
2020-10-29,18379,12832,33345
2020-10-30,17875,13558,35563
2020-10-31,14627,11349,25829
2020-11-01,17658,14084,13850
2020-11-02,20824,16237,35383
2020-11-03,17374,13922,38382
2020-11-04,19743,14510,41666
2020-11-05,17847,14231,40643
2020-11-06,18228,14736,42005
2020-11-07,16719,13195,30397
2020-11-08,15566,12226,15648
2020-11-09,18927,15552,39313
2020-11-10,18289,14902,40834
2020-11-11,15919,13042,39731
2020-11-12,15939,12863,39271
2020-11-13,16479,13381,40065
2020-11-14,15643,12098,29140
2020-11-15,13821,11352,14573
2020-11-16,16309,13127,36675
2020-11-17,13078,10880,38469
2020-11-18,13935,11227,37025
2020-11-19,12199,9313,35474
2020-11-20,12967,10736,32877
2020-11-21,10443,8209,22848
2020-11-22,8859,7401,10846
2020-11-23,11440,9751,28480
2020-11-24,10337,8386,28872
2020-11-25,10049,8598,27482
2020-11-26,9522,7912,26596
2020-11-27,9317,8182,24473
2020-11-28,8900,7639,18231
2020-11-29,6947,6001,8250
2020-11-30,9889,8876,22564
2020-12-01,10459,9337,23232
2020-12-02,9100,8141,21661
2020-12-03,8347,7587,20247
2020-12-04,8907,7956,20505
2020-12-05,7609,7001,15426
2020-12-06,6389,5914,6325
2020-12-07,8744,7924,19544
2020-12-08,7112,6859,7737
2020-12-09,8216,7718,20166
2020-12-10,8295,7788,20702
2020-12-11,7503,7096,19818
2020-12-12,7262,6973,14333
2020-12-13,6392,6148,5771
2020-12-14,8863,8378,18178
2020-12-15,8080,7557,18570
2020-12-16,7798,7339,16997
2020-12-17,7357,6885,16555
2020-12-18,7830,7270,16994
2020-12-19,7073,6699,12954
2020-12-20,7602,7296,6454
2020-12-21,8584,8142,17330
2020-12-22,8421,7978,19646
2020-12-23,8668,8137,19156
2020-12-24,8754,8316,15955
2020-12-25,7587,7327,4585
2020-12-26,8385,8070,7974
2020-12-27,9064,8654,7717
2020-12-28,11314,10751,19198
2020-12-29,9764,8984,24182
2020-12-30,9612,8889,23940
2020-12-31,9132,8423,19217
2021-01-01,9297,8962,5652
2021-01-02,9033,8585,15630
2021-01-03,8532,8175,8364
2021-01-04,10909,10250,22895
2021-01-05,9846,8989,24832
2021-01-06,7769,7415,9129
2021-01-07,8019,7653,21504
2021-01-08,7662,7313,21138
2021-01-09,6809,6508,15595
2021-01-10,6524,6282,6892
2021-01-11,7496,7130,17065
2021-01-12,6687,6283,16482
2021-01-13,6303,5882,15476
2021-01-14,6109,5749,14665
2021-01-15,6322,5970,14358
2021-01-16,5723,5463,10934
2021-01-17,5279,5061,4988
2021-01-18,6889,6514,14564
2021-01-19,6269,5955,14556
2021-01-20,6760,6392,13776
2021-01-21,5892,5639,12911
2021-01-22,6285,6044,13748
2021-01-23,6181,5928,10522
2021-01-24,5656,5465,4852
2021-01-25,7036,6729,14334
2021-01-26,6110,5811,14630
2021-01-27,6107,5810,13354
2021-01-28,5984,5708,12237
2021-01-29,5796,5536,12977
2021-01-30,5631,5401,10255
2021-01-31,5164,4987,4783
2021-02-01,7905,7556,13429
2021-02-02,6575,6286,13960
2021-02-03,6545,6247,13364
2021-02-04,6295,6021,13314
2021-02-05,6493,6236,13638
2021-02-06,6403,6178,10769
2021-02-07,5850,5648,4823
2021-02-08,7319,7007,13900
2021-02-09,6483,6216,14655
2021-02-10,7070,6800,13901
2021-02-11,6138,5894,13446
2021-02-12,6343,6072,13140
2021-02-13,6002,5728,9844
2021-02-14,5945,5776,4391
2021-02-15,7968,7672,13009
2021-02-16,7540,7208,14099
2021-02-17,8284,7905,14102
2021-02-18,8415,8078,14648
2021-02-19,8560,8189,15465
2021-02-20,9260,8878,12670
2021-02-21,8460,8222,5784
2021-02-22,11291,10842,18009
2021-02-23,10305,9784,19886
2021-02-24,10513,10021,19933
2021-02-25,10111,9574,19554
2021-02-26,10714,10131,20983
2021-02-27,10127,9665,16000
2021-02-28,9496,9224,7081
2021-03-01,14945,14255,22022
2021-03-02,12525,11857,23171
2021-03-03,12611,11929,23972
2021-03-04,12148,11530,22829
2021-03-05,13170,12463,24307
2021-03-06,12315,11758,18158
2021-03-07,11545,11240,8038
2021-03-08,15327,14585,23958
2021-03-09,12923,12191,25996
2021-03-10,14484,13658,25715
2021-03-11,12562,11925,25701
2021-03-12,13189,12524,25307
2021-03-13,12131,11572,20059
2021-03-14,11512,11172,8942
2021-03-15,14898,14178,24375
2021-03-16,12567,11828,25899
2021-03-17,12619,11937,24809
2021-03-18,12069,11429,24011
2021-03-19,12110,11544,23572
2021-03-20,12053,11529,17889
2021-03-21,10677,10333,8425
2021-03-22,13880,13182,23290
2021-03-23,12209,11586,24505
2021-03-24,11761,11153,24199
2021-03-25,11794,11133,23228
2021-03-26,11168,10656,23435
2021-03-27,10106,9612,17348
2021-03-28,9467,9171,8206
2021-03-29,11825,11269,22369
2021-03-30,10305,9822,23406
2021-03-31,9056,8584,22221
2021-04-01,10017,9549,21645
2021-04-02,8781,8415,20493
2021-04-03,7439,7124,15544
2021-04-04,6656,6475,5654
2021-04-05,7662,7418,7244
2021-04-06,8627,8248,18499
2021-04-07,8590,8197,19215
2021-04-08,8319,7938,17676
2021-04-09,7538,7227,17298
2021-04-10,7706,7432,14022
2021-04-11,6889,6703,6735
2021-04-12,8680,8364,16839
2021-04-13,7649,7331,17310
2021-04-14,7341,7077,16327
2021-04-15,7116,6848,14981
2021-04-16,7066,6854,15104
2021-04-17,6332,6131,11436
2021-04-18,6590,6431,5792
2021-04-19,7891,7594,14741
2021-04-20,7483,7210,15660
2021-04-21,7283,7019,14800
2021-04-22,7003,6745,14253
2021-04-23,6895,6690,14507
2021-04-24,6293,6139,12037
2021-04-25,5942,5820,5255
2021-04-26,7112,6851,13658
2021-04-27,6217,5986,14422
2021-04-28,5921,5701,13759
2021-04-29,5233,5043,12429
2021-04-30,4888,4734,12909
2021-05-01,5105,5003,6118
2021-05-02,4320,4237,4622
2021-05-03,5426,5240,11474
2021-05-04,4723,4576,11399
2021-05-05,4708,4575,10783
2021-05-06,4104,3945,9511
2021-05-07,3893,3776,9519
2021-05-08,3438,3350,7411
2021-05-09,3272,3195,3598
2021-05-10,3983,3851,8120
2021-05-11,3294,3194,8271
2021-05-12,3123,3036,7503
2021-05-13,2866,2781,6696
2021-05-14,2577,2499,6561
2021-05-15,2403,2342,5041
2021-05-16,2160,2119,2162
2021-05-17,2508,2421,5492
2021-05-18,2353,2267,5804
2021-05-19,2156,2073,5092
2021-05-20,1989,1918,4402
2021-05-21,1780,1734,4511
2021-05-22,1569,1534,3626
2021-05-23,1589,1551,1474
2021-05-24,1871,1820,3962
2021-05-25,1603,1558,4036
2021-05-26,1578,1538,3683
2021-05-27,1460,1416,3410
2021-05-28,1380,1350,3407
2021-05-29,1162,1138,2708
2021-05-30,1132,1107,1193
2021-05-31,1218,1189,2982
2021-06-01,1249,1219,3173
2021-06-02,1139,1119,1275
2021-06-03,1128,1083,2764
2021-06-04,1080,1067,3008
2021-06-05,934,911,2106
2021-06-06,786,766,981
2021-06-07,931,899,2207
2021-06-08,777,755,2151
2021-06-09,779,760,1844
2021-06-10,756,736,1802
2021-06-11,590,567,1820
2021-06-12,538,529,1174
2021-06-13,543,530,566
2021-06-14,647,622,1466
2021-06-15,481,467,1326
2021-06-16,523,510,1223
2021-06-17,444,432,1121
2021-06-18,396,385,1078
2021-06-19,329,318,818
2021-06-20,357,349,362
2021-06-21,387,375,945
2021-06-22,411,398,937
2021-06-23,386,379,807
2021-06-24,360,352,807
2021-06-25,349,344,843
2021-06-26,321,311,651
2021-06-27,379,367,274
2021-06-28,457,442,831
2021-06-29,483,473,796
2021-06-30,552,543,871
2021-07-01,630,612,909
2021-07-02,562,553,988
2021-07-03,571,557,829
2021-07-04,625,617,399
2021-07-05,793,776,1134
2021-07-06,811,794,1378
2021-07-07,879,860,1222
2021-07-08,906,890,1394
2021-07-09,1093,1078,1492
2021-07-10,1174,1153,1403
2021-07-11,1221,1204,790
2021-07-12,1693,1661,1998
2021-07-13,1874,1839,2604
2021-07-14,2299,2254,2615
2021-07-15,2362,2308,3190
2021-07-16,2247,2203,3697
2021-07-17,2265,2200,2964
2021-07-18,2563,2505,1754
2021-07-19,2956,2851,4241
2021-07-20,3214,3123,5062
2021-07-21,3214,3117,5105
2021-07-22,3034,2916,4953
2021-07-23,2995,2852,5442
2021-07-24,2938,2820,4257
2021-07-25,3198,3091,2198
2021-07-26,3863,3686,6316
2021-07-27,3867,3695,6397
2021-07-28,3738,3543,6139
2021-07-29,3414,3231,5939
2021-07-30,3370,3192,6187
2021-07-31,3146,2967,4964
2021-08-01,3671,3514,2396
2021-08-02,4328,4078,6644
2021-08-03,4271,3976,7109
2021-08-04,4179,3912,7134
2021-08-05,3951,3651,6389
2021-08-06,3769,3511,7093
2021-08-07,3511,3281,5082
2021-08-08,3487,3305,2999
2021-08-09,4438,4108,7027
2021-08-10,4434,4141,7491
2021-08-11,3969,3648,7003
2021-08-12,3893,3567,7119
2021-08-13,3779,3446,6975
2021-08-14,3540,3261,5155
2021-08-15,3545,3326,2348
2021-08-16,4566,4220,6694
2021-08-17,4461,4117,7682
2021-08-18,4528,4159,7339
2021-08-19,4094,3740,7134
2021-08-20,3956,3644,7501
2021-08-21,3661,3388,5718
2021-08-22,3651,3476,3105
2021-08-23,4444,4108,7806
2021-08-24,3997,3631,7911
2021-08-25,3964,3609,7735
2021-08-26,3458,3143,6980
2021-08-27,3373,3112,7011
2021-08-28,3167,2922,5593
2021-08-29,2962,2822,2904
2021-08-30,3739,3462,6853
2021-08-31,3297,3017,7074
2021-09-01,3769,3491,6596
2021-09-02,3141,2895,6172
2021-09-03,3128,2831,6238
2021-09-04,2834,2609,4624
2021-09-05,2720,2565,2372
2021-09-06,3168,2955,5759
2021-09-07,2949,2701,5988
2021-09-08,2800,2602,5392
2021-09-09,2625,2423,4957
2021-09-10,2613,2397,5072
2021-09-11,2250,2080,3927
2021-09-12,2235,2132,1827
2021-09-13,2773,2576,4912
2021-09-14,2601,2388,5181
2021-09-15,2522,2350,4839
2021-09-16,2281,2107,4273
2021-09-17,2270,2081,4431
2021-09-18,2040,1888,3479
2021-09-19,1919,1805,1704
2021-09-20,2228,2080,4244
2021-09-21,2059,1902,4120
2021-09-22,2052,1903,3867
2021-09-23,1970,1819,3530
2021-09-24,1965,1841,3569
2021-09-25,1721,1612,2903
2021-09-26,1675,1590,1314
2021-09-27,2124,2008,3507
2021-09-28,1877,1738,3653
2021-09-29,1752,1626,3453
2021-09-30,1605,1482,3309
2021-10-01,1720,1599,3111
2021-10-02,1476,1383,2680
2021-10-03,1335,1267,1067
2021-10-04,1706,1579,3098
2021-10-05,1481,1385,3189
2021-10-06,1355,1223,2890
2021-10-07,1058,961,2776
2021-10-08,985,885,2648
2021-10-09,718,650,2064
2021-10-10,650,618,1029
2021-10-11,501,438,2524
2021-10-12,168,141,1407
2021-10-13,43,41,511
2021-10-14,1,1,2
