OBJECTID,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
1,20200220,3,3,LOMBARDIA,1
2,20200221,31,34,LOMBARDIA,2
3,20200222,32,66,LOMBARDIA,3
4,20200223,47,113,LOMBARDIA,4
5,20200224,60,173,LOMBARDIA,5
6,20200225,97,270,LOMBARDIA,6
7,20200226,117,387,LOMBARDIA,7
8,20200227,147,534,LOMBARDIA,8
9,20200228,206,740,LOMBARDIA,9
10,20200229,250,990,LOMBARDIA,10
11,20200301,283,1273,LOMBARDIA,11
12,20200302,396,1669,LOMBARDIA,12
13,20200303,478,2147,LOMBARDIA,13
14,20200304,628,2775,LOMBARDIA,14
15,20200305,793,3568,LOMBARDIA,15
16,20200306,906,4474,LOMBARDIA,16
17,20200307,703,5177,LOMBARDIA,17
18,20200308,775,5952,LOMBARDIA,18
19,20200309,1218,7170,LOMBARDIA,19
20,20200310,1352,8522,LOMBARDIA,20
21,20200311,1336,9858,LOMBARDIA,21
22,20200312,1360,11218,LOMBARDIA,22
23,20200313,1724,12942,LOMBARDIA,23
24,20200314,1378,14320,LOMBARDIA,24
25,20200315,1195,15515,LOMBARDIA,25
26,20200316,2131,17646,LOMBARDIA,26
27,20200317,2086,19732,LOMBARDIA,27
28,20200318,2161,21893,LOMBARDIA,28
29,20200319,2229,24122,LOMBARDIA,29
30,20200320,2221,26343,LOMBARDIA,30
31,20200321,1409,27752,LOMBARDIA,31
32,20200322,1162,28914,LOMBARDIA,32
33,20200323,2190,31104,LOMBARDIA,33
34,20200324,2161,33265,LOMBARDIA,34
35,20200325,2051,35316,LOMBARDIA,35
36,20200326,2057,37373,LOMBARDIA,36
37,20200327,1999,39372,LOMBARDIA,37
38,20200328,1366,40738,LOMBARDIA,38
39,20200329,758,41496,LOMBARDIA,39
40,20200330,1753,43249,LOMBARDIA,40
41,20200331,1544,44793,LOMBARDIA,41
42,20200401,1821,46614,LOMBARDIA,42
66,20200425,501,74575,LOMBARDIA,43
