CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,280,251,2022-03-13T16:45:11+0000
012002,ALBIZZATE,VARESE,4484,4089,2022-03-13T16:45:11+0000
012003,ANGERA,VARESE,4445,4060,2022-03-13T16:45:11+0000
012004,ARCISATE,VARESE,8555,7767,2022-03-13T16:45:11+0000
012005,ARSAGO SEPRIO,VARESE,4038,3635,2022-03-13T16:45:11+0000
012006,AZZATE,VARESE,3910,3567,2022-03-13T16:45:11+0000
012007,AZZIO,VARESE,602,536,2022-03-13T16:45:11+0000
012008,BARASSO,VARESE,1485,1343,2022-03-13T16:45:11+0000
012009,BARDELLO,VARESE,1379,1235,2022-03-13T16:45:11+0000
012010,BEDERO VALCUVIA,VARESE,533,468,2022-03-13T16:45:11+0000
012011,BESANO,VARESE,2103,1920,2022-03-13T16:45:11+0000
012012,BESNATE,VARESE,4713,4284,2022-03-13T16:45:11+0000
012013,BESOZZO,VARESE,7390,6594,2022-03-13T16:45:11+0000
012014,BIANDRONNO,VARESE,2820,2558,2022-03-13T16:45:11+0000
012015,BISUSCHIO,VARESE,3651,3338,2022-03-13T16:45:11+0000
012016,BODIO LOMNAGO,VARESE,2032,1844,2022-03-13T16:45:11+0000
012017,BREBBIA,VARESE,2663,2389,2022-03-13T16:45:11+0000
012018,BREGANO,VARESE,716,634,2022-03-13T16:45:11+0000
012019,BRENTA,VARESE,1460,1272,2022-03-13T16:45:11+0000
012020,BREZZO DI BEDERO,VARESE,978,850,2022-03-13T16:45:11+0000
012021,BRINZIO,VARESE,693,629,2022-03-13T16:45:11+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,1004,847,2022-03-13T16:45:11+0000
012023,BRUNELLO,VARESE,815,753,2022-03-13T16:45:11+0000
012024,BRUSIMPIANO,VARESE,861,765,2022-03-13T16:45:11+0000
012025,BUGUGGIATE,VARESE,2691,2433,2022-03-13T16:45:11+0000
012026,BUSTO ARSIZIO,VARESE,71005,64640,2022-03-13T16:45:11+0000
012027,CADEGLIANO-VICONAGO,VARESE,1723,1524,2022-03-13T16:45:11+0000
012029,CAIRATE,VARESE,6575,5962,2022-03-13T16:45:11+0000
012030,CANTELLO,VARESE,4091,3728,2022-03-13T16:45:11+0000
012031,CARAVATE,VARESE,2113,1881,2022-03-13T16:45:11+0000
012032,CARDANO AL CAMPO,VARESE,12376,11357,2022-03-13T16:45:11+0000
012033,CARNAGO,VARESE,5760,5195,2022-03-13T16:45:11+0000
012034,CARONNO PERTUSELLA,VARESE,14897,13859,2022-03-13T16:45:11+0000
012035,CARONNO VARESINO,VARESE,4115,3681,2022-03-13T16:45:11+0000
012036,CASALE LITTA,VARESE,2294,2096,2022-03-13T16:45:11+0000
012037,CASALZUIGNO,VARESE,1147,1026,2022-03-13T16:45:11+0000
012038,CASCIAGO,VARESE,3214,2925,2022-03-13T16:45:11+0000
012039,CASORATE SEMPIONE,VARESE,4722,4333,2022-03-13T16:45:11+0000
