OBJECTID,PROVINCIA,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
586,LODI,20200316,150,1319,LOMBARDIA,1
587,LODI,20200317,95,1414,LOMBARDIA,2
588,LODI,20200318,79,1493,LOMBARDIA,3
589,LODI,20200319,69,1562,LOMBARDIA,4
590,LODI,20200320,76,1638,LOMBARDIA,5
591,LODI,20200321,25,1663,LOMBARDIA,6
592,LODI,20200322,19,1682,LOMBARDIA,7
593,LODI,20200323,74,1756,LOMBARDIA,8
594,LODI,20200324,41,1797,LOMBARDIA,9
595,LODI,20200325,54,1851,LOMBARDIA,10
596,LODI,20200326,59,1910,LOMBARDIA,11
597,LODI,20200327,53,1963,LOMBARDIA,12
598,LODI,20200328,33,1996,LOMBARDIA,13
599,LODI,20200329,10,2006,LOMBARDIA,14
600,LODI,20200330,48,2054,LOMBARDIA,15
601,LODI,20200331,44,2098,LOMBARDIA,16
602,LODI,20200401,31,2129,LOMBARDIA,17
603,LODI,20200402,36,2165,LOMBARDIA,18
604,LODI,20200403,34,2199,LOMBARDIA,19
605,LODI,20200404,30,2229,LOMBARDIA,20
606,LODI,20200405,6,2235,LOMBARDIA,21
607,LODI,20200406,58,2293,LOMBARDIA,22
608,LODI,20200407,38,2331,LOMBARDIA,23
609,LODI,20200408,42,2373,LOMBARDIA,24
610,LODI,20200409,93,2466,LOMBARDIA,25
611,LODI,20200410,81,2547,LOMBARDIA,26
612,LODI,20200411,18,2565,LOMBARDIA,27
613,LODI,20200412,9,2574,LOMBARDIA,28
614,LODI,20200413,8,2582,LOMBARDIA,29
615,LODI,20200414,17,2599,LOMBARDIA,30
616,LODI,20200415,53,2652,LOMBARDIA,31
617,LODI,20200416,50,2702,LOMBARDIA,32
618,LODI,20200417,25,2727,LOMBARDIA,33
619,LODI,20200418,19,2746,LOMBARDIA,34
620,LODI,20200419,2,2748,LOMBARDIA,35
621,LODI,20200420,16,2764,LOMBARDIA,36
622,LODI,20200421,36,2800,LOMBARDIA,37
623,LODI,20200422,47,2847,LOMBARDIA,38
624,LODI,20200423,33,2880,LOMBARDIA,39
625,LODI,20200424,39,2919,LOMBARDIA,40
626,LODI,20200425,14,2933,LOMBARDIA,41
627,LODI,20200426,10,2943,LOMBARDIA,42
628,LODI,20200427,14,2957,LOMBARDIA,43
629,LODI,20200428,22,2979,LOMBARDIA,44
630,LODI,20200429,9,2988,LOMBARDIA,45
631,LODI,20200430,49,3037,LOMBARDIA,46
632,LODI,20200501,3,3040,LOMBARDIA,47
633,LODI,20200502,22,3062,LOMBARDIA,48
634,LODI,20200503,17,3079,LOMBARDIA,49
635,LODI,20200504,51,3130,LOMBARDIA,50
777,MILANO,20200325,512,6384,LOMBARDIA,51
778,MILANO,20200326,491,6875,LOMBARDIA,52
779,MILANO,20200327,479,7354,LOMBARDIA,53
780,MILANO,20200328,438,7792,LOMBARDIA,54
781,MILANO,20200329,203,7995,LOMBARDIA,55
782,MILANO,20200330,582,8577,LOMBARDIA,56
783,MILANO,20200331,517,9094,LOMBARDIA,57
784,MILANO,20200401,605,9699,LOMBARDIA,58
785,MILANO,20200402,566,10265,LOMBARDIA,59
786,MILANO,20200403,476,10741,LOMBARDIA,60
787,MILANO,20200404,289,11030,LOMBARDIA,61
788,MILANO,20200405,157,11187,LOMBARDIA,62
789,MILANO,20200406,499,11686,LOMBARDIA,63
790,MILANO,20200407,423,12109,LOMBARDIA,64
791,MILANO,20200408,431,12540,LOMBARDIA,65
792,MILANO,20200409,728,13268,LOMBARDIA,66
793,MILANO,20200410,783,14051,LOMBARDIA,67
794,MILANO,20200411,344,14395,LOMBARDIA,68
795,MILANO,20200412,154,14549,LOMBARDIA,69
796,MILANO,20200413,263,14812,LOMBARDIA,70
797,MILANO,20200414,384,15196,LOMBARDIA,71
798,MILANO,20200415,423,15619,LOMBARDIA,72
799,MILANO,20200416,363,15982,LOMBARDIA,73
800,MILANO,20200417,421,16403,LOMBARDIA,74
801,MILANO,20200418,223,16626,LOMBARDIA,75
802,MILANO,20200419,209,16835,LOMBARDIA,76
803,MILANO,20200420,430,17265,LOMBARDIA,77
804,MILANO,20200421,349,17614,LOMBARDIA,78
805,MILANO,20200422,313,17927,LOMBARDIA,79
806,MILANO,20200423,449,18376,LOMBARDIA,80
807,MILANO,20200424,376,18752,LOMBARDIA,81
808,MILANO,20200425,177,18929,LOMBARDIA,82
809,MILANO,20200426,90,19019,LOMBARDIA,83
810,MILANO,20200427,317,19336,LOMBARDIA,84
811,MILANO,20200428,347,19683,LOMBARDIA,85
812,MILANO,20200429,401,20084,LOMBARDIA,86
813,MILANO,20200430,331,20415,LOMBARDIA,87
814,MILANO,20200501,76,20491,LOMBARDIA,88
815,MILANO,20200502,61,20552,LOMBARDIA,89
816,MILANO,20200503,36,20588,LOMBARDIA,90
874,MONZA E DELLA BRIANZA,20200328,91,2297,LOMBARDIA,91
817,MILANO,20200504,217,20805,LOMBARDIA,92
818,MILANO,20200505,249,21054,LOMBARDIA,93
819,MILANO,20200506,153,21207,LOMBARDIA,94
820,MILANO,20200507,225,21432,LOMBARDIA,95
821,MILANO,20200508,174,21606,LOMBARDIA,96
822,MILANO,20200509,43,21649,LOMBARDIA,97
823,MILANO,20200510,28,21677,LOMBARDIA,98
824,MILANO,20200511,137,21814,LOMBARDIA,99
825,MILANO,20200512,129,21943,LOMBARDIA,100
826,MILANO,20200513,114,22057,LOMBARDIA,101
875,MONZA E DELLA BRIANZA,20200329,53,2350,LOMBARDIA,102
876,MONZA E DELLA BRIANZA,20200330,131,2481,LOMBARDIA,103
877,MONZA E DELLA BRIANZA,20200331,99,2580,LOMBARDIA,104
878,MONZA E DELLA BRIANZA,20200401,141,2721,LOMBARDIA,105
879,MONZA E DELLA BRIANZA,20200402,167,2888,LOMBARDIA,106
880,MONZA E DELLA BRIANZA,20200403,120,3008,LOMBARDIA,107
881,MONZA E DELLA BRIANZA,20200404,66,3074,LOMBARDIA,108
882,MONZA E DELLA BRIANZA,20200405,30,3104,LOMBARDIA,109
883,MONZA E DELLA BRIANZA,20200406,110,3214,LOMBARDIA,110
884,MONZA E DELLA BRIANZA,20200407,118,3332,LOMBARDIA,111
885,MONZA E DELLA BRIANZA,20200408,86,3418,LOMBARDIA,112
886,MONZA E DELLA BRIANZA,20200409,103,3521,LOMBARDIA,113
887,MONZA E DELLA BRIANZA,20200410,99,3620,LOMBARDIA,114
888,MONZA E DELLA BRIANZA,20200411,80,3700,LOMBARDIA,115
889,MONZA E DELLA BRIANZA,20200412,35,3735,LOMBARDIA,116
890,MONZA E DELLA BRIANZA,20200413,51,3786,LOMBARDIA,117
891,MONZA E DELLA BRIANZA,20200414,75,3861,LOMBARDIA,118
892,MONZA E DELLA BRIANZA,20200415,66,3927,LOMBARDIA,119
893,MONZA E DELLA BRIANZA,20200416,73,4000,LOMBARDIA,120
894,MONZA E DELLA BRIANZA,20200417,65,4065,LOMBARDIA,121
895,MONZA E DELLA BRIANZA,20200418,50,4115,LOMBARDIA,122
896,MONZA E DELLA BRIANZA,20200419,9,4124,LOMBARDIA,123
897,MONZA E DELLA BRIANZA,20200420,47,4171,LOMBARDIA,124
898,MONZA E DELLA BRIANZA,20200421,85,4256,LOMBARDIA,125
899,MONZA E DELLA BRIANZA,20200422,44,4300,LOMBARDIA,126
900,MONZA E DELLA BRIANZA,20200423,70,4370,LOMBARDIA,127
