OBJECTID,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
1,20200220,3,3,LOMBARDIA,1
2,20200221,30,33,LOMBARDIA,2
3,20200222,32,65,LOMBARDIA,3
4,20200223,47,112,LOMBARDIA,4
5,20200224,60,172,LOMBARDIA,5
6,20200225,96,268,LOMBARDIA,6
7,20200226,117,385,LOMBARDIA,7
8,20200227,147,532,LOMBARDIA,8
9,20200228,204,736,LOMBARDIA,9
10,20200229,250,986,LOMBARDIA,10
11,20200301,284,1270,LOMBARDIA,11
12,20200302,398,1668,LOMBARDIA,12
13,20200303,477,2145,LOMBARDIA,13
14,20200304,630,2775,LOMBARDIA,14
15,20200305,793,3568,LOMBARDIA,15
16,20200306,905,4473,LOMBARDIA,16
17,20200307,701,5174,LOMBARDIA,17
18,20200308,772,5946,LOMBARDIA,18
19,20200309,1217,7163,LOMBARDIA,19
20,20200310,1354,8517,LOMBARDIA,20
21,20200311,1335,9852,LOMBARDIA,21
22,20200312,1362,11214,LOMBARDIA,22
23,20200313,1723,12937,LOMBARDIA,23
24,20200314,1375,14312,LOMBARDIA,24
25,20200315,1194,15506,LOMBARDIA,25
26,20200316,2135,17641,LOMBARDIA,26
27,20200317,2089,19730,LOMBARDIA,27
28,20200318,2162,21892,LOMBARDIA,28
29,20200319,2231,24123,LOMBARDIA,29
30,20200320,2226,26349,LOMBARDIA,30
31,20200321,1410,27759,LOMBARDIA,31
32,20200322,1163,28922,LOMBARDIA,32
33,20200323,2191,31113,LOMBARDIA,33
34,20200324,2159,33272,LOMBARDIA,34
35,20200325,2053,35325,LOMBARDIA,35
36,20200326,2056,37381,LOMBARDIA,36
37,20200327,1993,39374,LOMBARDIA,37
38,20200328,1364,40738,LOMBARDIA,38
39,20200329,758,41496,LOMBARDIA,39
40,20200330,1760,43256,LOMBARDIA,40
41,20200331,1542,44798,LOMBARDIA,41
42,20200401,1813,46611,LOMBARDIA,42
43,20200402,1625,48236,LOMBARDIA,43
44,20200403,1619,49855,LOMBARDIA,44
45,20200404,1081,50936,LOMBARDIA,45
46,20200405,640,51576,LOMBARDIA,46
47,20200406,1570,53146,LOMBARDIA,47
48,20200407,1490,54636,LOMBARDIA,48
49,20200408,1501,56137,LOMBARDIA,49
50,20200409,1929,58066,LOMBARDIA,50
51,20200410,2051,60117,LOMBARDIA,51
52,20200411,1136,61253,LOMBARDIA,52
53,20200412,553,61806,LOMBARDIA,53
54,20200413,568,62374,LOMBARDIA,54
55,20200414,1152,63526,LOMBARDIA,55
56,20200415,1382,64908,LOMBARDIA,56
57,20200416,1254,66162,LOMBARDIA,57
58,20200417,1308,67470,LOMBARDIA,58
59,20200418,757,68227,LOMBARDIA,59
60,20200419,392,68619,LOMBARDIA,60
61,20200420,1160,69779,LOMBARDIA,61
62,20200421,1074,70853,LOMBARDIA,62
63,20200422,968,71821,LOMBARDIA,63
64,20200423,1211,73032,LOMBARDIA,64
129,20200627,45,93720,LOMBARDIA,65
130,20200628,29,93749,LOMBARDIA,66
131,20200629,136,93885,LOMBARDIA,67
132,20200630,99,93984,LOMBARDIA,68
133,20200701,125,94109,LOMBARDIA,69
134,20200702,130,94239,LOMBARDIA,70
135,20200703,108,94347,LOMBARDIA,71
136,20200704,102,94449,LOMBARDIA,72
137,20200705,22,94471,LOMBARDIA,73
138,20200706,130,94601,LOMBARDIA,74
139,20200707,94,94695,LOMBARDIA,75
140,20200708,120,94815,LOMBARDIA,76
141,20200709,100,94915,LOMBARDIA,77
142,20200710,106,95021,LOMBARDIA,78
143,20200711,59,95080,LOMBARDIA,79
144,20200712,11,95091,LOMBARDIA,80
145,20200713,63,95154,LOMBARDIA,81
146,20200714,78,95232,LOMBARDIA,82
147,20200715,77,95309,LOMBARDIA,83
148,20200716,66,95375,LOMBARDIA,84
149,20200717,85,95460,LOMBARDIA,85
150,20200718,49,95509,LOMBARDIA,86
151,20200719,15,95524,LOMBARDIA,87
152,20200720,72,95596,LOMBARDIA,88
153,20200721,69,95665,LOMBARDIA,89
154,20200722,61,95726,LOMBARDIA,90
155,20200723,91,95817,LOMBARDIA,91
156,20200724,85,95902,LOMBARDIA,92
157,20200725,40,95942,LOMBARDIA,93
158,20200726,15,95957,LOMBARDIA,94
159,20200727,80,96037,LOMBARDIA,95
160,20200728,68,96105,LOMBARDIA,96
161,20200729,84,96189,LOMBARDIA,97
162,20200730,51,96240,LOMBARDIA,98
163,20200731,61,96301,LOMBARDIA,99
164,20200801,34,96335,LOMBARDIA,100
165,20200802,17,96352,LOMBARDIA,101
166,20200803,170,96522,LOMBARDIA,102
167,20200804,76,96598,LOMBARDIA,103
168,20200805,83,96681,LOMBARDIA,104
