date,rt
2020-02-20T00:00:00,
2020-02-21T00:00:00,
2020-02-22T00:00:00,
2020-02-23T00:00:00,
2020-02-24T00:00:00,
2020-02-25T00:00:00,
2020-02-26T00:00:00,
2020-02-27T00:00:00,
2020-02-28T00:00:00,
2020-02-29T00:00:00,
2020-03-01T00:00:00,
2020-03-02T00:00:00,
2020-03-03T00:00:00,
2020-03-04T00:00:00,
2020-03-05T00:00:00,
2020-03-06T00:00:00,
2020-03-07T00:00:00,
2020-03-08T00:00:00,
2020-03-09T00:00:00,
2020-03-10T00:00:00,
2020-03-11T00:00:00,
2020-03-12T00:00:00,
2020-03-13T00:00:00,
2020-03-14T00:00:00,
2020-03-15T00:00:00,
2020-03-16T00:00:00,
2020-03-17T00:00:00,2.493313484217333
2020-03-18T00:00:00,2.4846288989349654
2020-03-19T00:00:00,2.4060429115603945
2020-03-20T00:00:00,2.315063705930467
2020-03-21T00:00:00,2.1582449065687817
2020-03-22T00:00:00,1.9746379077874994
2020-03-23T00:00:00,1.785865406700973
2020-03-24T00:00:00,1.636172333332189
2020-03-25T00:00:00,1.5088498603119938
2020-03-26T00:00:00,1.3804438062049678
2020-03-27T00:00:00,1.271245675942012
2020-03-28T00:00:00,1.1693081766867028
2020-03-29T00:00:00,1.0718920544106931
2020-03-30T00:00:00,0.9839695167513581
2020-03-31T00:00:00,0.8947555914873366
2020-04-01T00:00:00,0.8085660164303221
2020-04-02T00:00:00,0.7362888043926629
2020-04-03T00:00:00,0.6718881278409626
2020-04-04T00:00:00,0.6159593147386752
2020-04-05T00:00:00,0.5914717737163544
2020-04-06T00:00:00,0.5785081843304767
2020-04-07T00:00:00,0.5883742541560208
2020-04-08T00:00:00,0.6103202661590456
2020-04-09T00:00:00,0.6558415640266112
2020-04-10T00:00:00,0.6933896121833103
2020-04-11T00:00:00,0.7470510505899055
2020-04-12T00:00:00,0.806211914470531
2020-04-13T00:00:00,0.844022095302063
2020-04-14T00:00:00,0.8901010184324791
2020-04-15T00:00:00,0.9328432601593731
2020-04-16T00:00:00,0.9602612075139145
2020-04-17T00:00:00,0.9696770582196904
2020-04-18T00:00:00,0.9711092127202053
2020-04-19T00:00:00,0.9537761350719761
2020-04-20T00:00:00,0.9393041786001253
2020-04-21T00:00:00,0.916221488310129
2020-04-22T00:00:00,0.8715830392636809
2020-04-23T00:00:00,0.8091605637432991
2020-04-24T00:00:00,0.7410087572263089
2020-04-25T00:00:00,0.6604355155948256
